ENTREZID	external_gene_name	GO	ONTOLOGY	GENENAME	GOTERM	pvalue	Description_NCBI	ALIAS	log2FoldChange	padj	Crep1	Crep2	Crep3	Trep1	Trep2	Trep3	VMrep1	VMrep2	VMrep3	PErep1	PErep2
106345163	BnaA05g36010D	NA	NA	NA	NA	0.000236979646056481	upstream activation factor subunit UAF30	LOC106345163	-2.50088304759097	2.34570009041329e-06	6.86295317799211	7.29689079630819	7.4852208900992	7.55207305103154	7.460607985395	7.26540706819104	8.37857371094216	9.12979358363268	10.3505002136378	7.24708935985192	7.2733704062676
106345185	BnaA01g25300D	GO:0006004	BP	protein MANNAN SYNTHESIS-RELATED 1	fucose metabolic process	0.00830357902060721	protein MANNAN SYNTHESIS-RELATED 1	BNAA01G25300D	-2.29878233361172	0.000288155535397222	5.04068356799753	5.77113641645893	5.9299478739664	6.23582036098856	6.53390160641884	6.34601841473172	8.74370736931622	6.7369815570881	7.16911577768408	5.78355094043617	6.2318165901613
106345248	BnaA01g35740D	GO:0032211	BP	CST complex subunit TEN1-like	negative regulation of telomere maintenance via telomerase	0.000170683218525225	CST complex subunit TEN1-like	LOC106345248	-3.13926553605065	2.02159105456352e-08	5.04068356799753	5.19327196247062	5.41640968183865	6.02733881053064	6.37769907184436	5.53916775968546	7.01931847200705	8.50197148725818	8.29335813438413	5.58815809889698	5.63484677883511
106345279	BnaCnng23290D	GO:0006412	BP	60S ribosomal protein L19-1	translation	0.000130050484215403	60S ribosomal protein L19-1	LOC106345279	-2.50579888930167	5.99127076277261e-08	9.73729628356026	9.71949753341745	9.47791109436868	10.0154757065637	10.051843343649	10.0696524665781	11.188213704839	12.6637163899225	12.1768212595192	9.15707398211043	10.3135140564081
106345301	BnaCnng23300D	NA	NA	NA	NA	0.0010701378267028	programmed cell death protein 2	LOC106345301	-2.61586381133806	5.15376912509056e-05	6.26390238668499	7.02170284294775	7.160686619242	7.31002636752514	6.89784992002128	6.7891643185066	9.5993291632355	9.80972454556288	9.25604495147718	8.29734609045442	5.12855039103631
106345323	BnaCnng46690D	NA	NA	NA	NA	0.00338912160452008	xanthine dehydrogenase 1	LOC106345323	1.29305399016095	0.0481072863968508	7.08900115859565	6.62213860793117	6.51809839675308	6.35215633882175	6.56319520256371	6.45702478885609	5.37459312856204	6.17198631042434	4.78264049510048	7.00506862768124	6.06585881779906
106345366	BnaA04g26600D	GO:0006457	BP	uncharacterized BNAA04G26600D	protein folding	0.0048339481880624	uncharacterized BNAA04G26600D	BNAA04G26600D	1.37162819488664	0.0147975479255442	8.32864138114954	9.25899864595274	8.75820356823079	9.17503924768909	9.22522263220873	9.63305292073442	7.86920276253578	7.26641644643199	7.64366391544479	7.87437446638084	9.91736332881007
106345414	BnaCnng68960D	NA	NA	NA	NA	7.29587603193334e-08	uncharacterized BNACNNG68960D	BNACNNG68960D	7.1364080696412	2.12792807872319e-42	10.2573293893191	10.1858261991957	10.4216795113052	10.1349734588249	9.43709431839768	9.97998708074831	4.50131765473951	3.25692995120301	4.33821473591272	10.4557678774928	9.77174113888866
106345437	BnaA05g26830D	NA	NA	NA	NA	0.00432881914520468	ras-related protein RABA4d-like	LOC106345437	2.34354924789026	0.00213696628743683	6.91109839211684	5.65740310274009	5.55267040184475	5.11072884008107	6.90928466676893	7.05867473303524	4.73489593716454	4.81295559685131	3.9154646777204	7.05084724433041	5.73715975229752
106345437	BnaC05g40860D	NA	NA	NA	NA	0.00432881914520468	ras-related protein RABA4d-like	LOC106345437	4.02689650981535	1.03797007537604e-15	6.91109839211684	5.65740310274009	5.55267040184475	5.11072884008107	6.90928466676893	7.05867473303524	4.73489593716454	4.81295559685131	3.9154646777204	7.05084724433041	5.73715975229752
106345461	BnaAnng24190D	GO:0006355	BP	DNA-binding protein S1FA1	regulation of DNA-templated transcription	0.00208586296384694	DNA-binding protein S1FA1	LOC106345461	1.52598554019311	0.00627619469680636	8.1331861133308	8.36242779622611	7.66366439081543	8.6815585939705	8.28795106213287	8.42594584742426	6.97681936643407	6.56726414159064	6.57346775779805	7.09521256422601	9.03949482240828
106345461	BnaC06g14570D	GO:0006355	BP	DNA-binding protein S1FA1	regulation of DNA-templated transcription	0.00208586296384694	DNA-binding protein S1FA1	LOC106345461	5.57733730148708	1.93774528703537e-20	8.1331861133308	8.36242779622611	7.66366439081543	8.6815585939705	8.28795106213287	8.42594584742426	6.97681936643407	6.56726414159064	6.57346775779805	7.09521256422601	9.03949482240828
106345461	BnaAnng24190D	GO:0006355	BP	DNA-binding protein S1FA1	regulation of DNA-templated transcription	0.00208586296384694	DNA-binding protein S1FA1	LOC106345461	1.52598554019311	0.00627619469680636	8.1331861133308	8.36242779622611	7.66366439081543	8.6815585939705	8.28795106213287	8.42594584742426	6.97681936643407	6.56726414159064	6.57346775779805	7.09521256422601	9.03949482240828
106345461	BnaC06g14570D	GO:0006355	BP	DNA-binding protein S1FA1	regulation of DNA-templated transcription	0.00208586296384694	DNA-binding protein S1FA1	LOC106345461	5.57733730148708	1.93774528703537e-20	8.1331861133308	8.36242779622611	7.66366439081543	8.6815585939705	8.28795106213287	8.42594584742426	6.97681936643407	6.56726414159064	6.57346775779805	7.09521256422601	9.03949482240828
