ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0031507	heterochromatin formation	73	-0.615422934537059	-2.31721381975721	0.000246184145741014	0.000947248081006043	0.000550125927263038	11368	tags=47%, list=17%, signal=39%	BnaCnng15970D/BnaA07g20070D/BnaA06g10580D/BnaA04g13630D/BnaC08g05630D/BnaC09g34690D/BnaA06g19000D/BnaC03g43650D/BnaC03g08560D/BnaA10g10150D/BnaC05g05730D/BnaC08g20380D/BnaA03g10630D/BnaAnng28060D/BnaA05g26600D/BnaAnng29410D/BnaC09g33270D/BnaC09g54090D/BnaA10g12400D/BnaA02g19420D/BnaA09g08750D/BnaA09g00500D/BnaC06g40230D/BnaA09g56520D/BnaC05g10980D/BnaA07g00840D/BnaC08g43390D/BnaA09g01570D/BnaCnng18850D/BnaA06g09600D/BnaC03g46240D/BnaA03g37310D/BnaA06g04520D/BnaC09g00720D
GO:0031048	small non-coding RNA-dependent heterochromatin formation	54	-0.640448256016051	-2.27184505323924	0.000238834487700024	0.000947248081006043	0.000550125927263038	11368	tags=46%, list=17%, signal=38%	BnaCnng15970D/BnaA07g20070D/BnaA06g10580D/BnaC08g05630D/BnaC09g34690D/BnaA06g19000D/BnaC03g43650D/BnaC08g20380D/BnaAnng28060D/BnaA05g26600D/BnaAnng29410D/BnaC09g54090D/BnaA10g12400D/BnaA02g19420D/BnaA09g08750D/BnaC06g40230D/BnaA09g56520D/BnaC05g10980D/BnaA07g00840D/BnaA09g01570D/BnaCnng18850D/BnaA06g09600D/BnaC03g46240D/BnaA03g37310D/BnaC09g00720D
GO:0006346	DNA methylation-dependent heterochromatin formation	46	-0.620826868917852	-2.1355976084329	0.000233863423760524	0.000947248081006043	0.000550125927263038	11368	tags=46%, list=17%, signal=38%	BnaCnng15970D/BnaA07g20070D/BnaA06g10580D/BnaC08g05630D/BnaC09g34690D/BnaA06g19000D/BnaC03g43650D/BnaC08g20380D/BnaAnng28060D/BnaA05g26600D/BnaAnng29410D/BnaC09g54090D/BnaA10g12400D/BnaA02g19420D/BnaC06g40230D/BnaA09g56520D/BnaA09g01570D/BnaCnng18850D/BnaC03g46240D/BnaA03g37310D/BnaC09g00720D
GO:0080188	gene silencing by RNA-directed DNA methylation	46	-0.620826868917852	-2.1355976084329	0.000233863423760524	0.000947248081006043	0.000550125927263038	11368	tags=46%, list=17%, signal=38%	BnaCnng15970D/BnaA07g20070D/BnaA06g10580D/BnaC08g05630D/BnaC09g34690D/BnaA06g19000D/BnaC03g43650D/BnaC08g20380D/BnaAnng28060D/BnaA05g26600D/BnaAnng29410D/BnaC09g54090D/BnaA10g12400D/BnaA02g19420D/BnaC06g40230D/BnaA09g56520D/BnaA09g01570D/BnaCnng18850D/BnaC03g46240D/BnaA03g37310D/BnaC09g00720D
GO:0140718	facultative heterochromatin formation	46	-0.620826868917852	-2.1355976084329	0.000233863423760524	0.000947248081006043	0.000550125927263038	11368	tags=46%, list=17%, signal=38%	BnaCnng15970D/BnaA07g20070D/BnaA06g10580D/BnaC08g05630D/BnaC09g34690D/BnaA06g19000D/BnaC03g43650D/BnaC08g20380D/BnaAnng28060D/BnaA05g26600D/BnaAnng29410D/BnaC09g54090D/BnaA10g12400D/BnaA02g19420D/BnaC06g40230D/BnaA09g56520D/BnaA09g01570D/BnaCnng18850D/BnaC03g46240D/BnaA03g37310D/BnaC09g00720D
GO:0040029	epigenetic regulation of gene expression	101	-0.530350199538062	-2.11086661765173	0.000254647313470843	0.000947248081006043	0.000550125927263038	11492	tags=42%, list=17%, signal=34%	BnaC07g48700D/BnaC02g11530D/BnaCnng15970D/BnaA07g20070D/BnaA07g05650D/BnaA06g10580D/BnaA04g13630D/BnaC08g05630D/BnaC09g34690D/BnaC04g50670D/BnaA06g19000D/BnaC03g43650D/BnaC03g08560D/BnaA10g10150D/BnaC05g05730D/BnaC07g07230D/BnaC08g20380D/BnaA03g10630D/BnaAnng28060D/BnaA05g26600D/BnaAnng29410D/BnaA02g08140D/BnaC09g33270D/BnaA03g46840D/BnaC09g54090D/BnaA10g12400D/BnaA02g19420D/BnaA01g14040D/BnaA09g08750D/BnaA09g00500D/BnaC06g40230D/BnaA09g56520D/BnaC05g10980D/BnaA07g00840D/BnaC08g43390D/BnaA09g01570D/BnaCnng18850D/BnaA06g09600D/BnaC03g46240D/BnaA03g37310D/BnaA06g04520D/BnaC09g00720D
GO:0016573	histone acetylation	93	-0.474768855669904	-1.86476683914258	0.000253742704897234	0.000947248081006043	0.000550125927263038	14974	tags=45%, list=23%, signal=35%	BnaC05g40350D/BnaC03g48150D/BnaC08g17010D/BnaC07g12260D/BnaA05g29910D/BnaA08g30200D/BnaC02g17290D/BnaCnng17290D/BnaA06g25480D/BnaCnng71420D/BnaC05g44230D/BnaC09g06420D/BnaC07g33650D/BnaC02g09460D/BnaA07g34570D/BnaCnng58240D/BnaC05g04000D/BnaA01g35930D/BnaC03g48160D/BnaC06g39410D/BnaA03g42550D/BnaA06g25470D/BnaC05g12770D/BnaCnng60610D/BnaC04g51430D/BnaC07g48130D/BnaA06g32090D/BnaA03g10630D/BnaCnng04110D/BnaAnng24420D/BnaC04g52380D/BnaC09g33270D/BnaA02g12970D/BnaA06g11230D/BnaC03g64430D/BnaC03g73710D/BnaC09g46960D/BnaC09g09620D/BnaC08g38240D/BnaA09g56200D/BnaA05g32260D/BnaA01g30150D
GO:0006334	nucleosome assembly	114	0.473332878394862	1.80633879137712	0.000326637269312429	0.000947248081006043	0.000550125927263038	5615	tags=24%, list=9%, signal=22%	BnaC03g11650D/BnaA04g21530D/BnaA03g22040D/BnaA04g16620D/BnaA03g17280D/BnaA06g34780D/BnaC07g20940D/BnaA03g09320D/BnaA05g06970D/BnaC03g20760D/BnaA02g06670D/BnaC05g05500D/BnaC04g13850D/BnaC04g39990D/BnaA09g33930D/BnaC06g37340D/BnaC03g26410D/BnaA06g04320D/BnaC02g44320D/BnaC03g63200D/BnaA06g04180D/BnaA07g37520D/BnaC09g36190D/BnaC04g15470D/BnaCnng67420D/BnaA10g04420D/BnaA02g06910D
GO:0006338	chromatin remodeling	349	-0.328535600136772	-1.54348987392914	0.000326157860404436	0.000947248081006043	0.000550125927263038	8692	tags=26%, list=13%, signal=22%	BnaA05g36000D/BnaC06g27050D/BnaA09g07290D/BnaC09g34690D/BnaA10g16340D/BnaA09g36650D/BnaC02g13740D/BnaC09g39190D/BnaC09g47260D/BnaC04g50670D/BnaA06g19000D/BnaA08g14450D/BnaAnng07270D/BnaC03g43650D/BnaC03g21850D/BnaC03g08560D/BnaA10g10150D/BnaC05g05730D/BnaC04g51430D/BnaC07g48130D/BnaCnng57570D/BnaA05g36480D/BnaA10g28950D/BnaC08g20380D/BnaA06g24950D/BnaAnng12340D/BnaC03g72530D/BnaA03g10630D/BnaAnng28060D/BnaCnng09530D/BnaCnng04050D/BnaC06g03610D/BnaA05g26600D/BnaCnng01170D/BnaC01g27320D/BnaCnng63360D/BnaC04g47380D/BnaAnng29410D/BnaA09g53540D/BnaA03g14070D/BnaC04g52380D/BnaC09g33270D/BnaC03g48630D/BnaA06g02830D/BnaC05g25770D/BnaC08g28240D/BnaA09g50860D/BnaUnng01310D/BnaCnng23620D/BnaA06g16550D/BnaC05g03160D/BnaC09g54090D/BnaC09g20660D/BnaA10g12400D/BnaC04g03900D/BnaA02g19420D/BnaA10g25940D/BnaA09g08880D/BnaC05g23780D/BnaC04g26280D/BnaA05g19140D/BnaA09g08750D/BnaA09g08300D/BnaA03g23640D/BnaA09g42400D/BnaA09g00500D/BnaC06g40230D/BnaC08g33530D/BnaA09g56520D/BnaC05g10980D/BnaA07g00840D/BnaC08g43390D/BnaC05g32520D/BnaA09g01570D/BnaCnng18850D/BnaC05g03140D/BnaA06g09600D/BnaC03g46240D/BnaA09g55820D/BnaA05g30940D/BnaA01g36010D/BnaC07g16550D/BnaA03g37310D/BnaA06g23080D/BnaA07g37430D/BnaA06g04520D/BnaC09g00720D/BnaCnng37990D/BnaA01g07210D
GO:0016570	histone modification	342	-0.313122296952788	-1.46838936739916	0.000324149108589951	0.000947248081006043	0.000550125927263038	14990	tags=33%, list=23%, signal=26%	BnaC05g47290D/BnaC05g40350D/BnaC03g48150D/BnaC08g17010D/BnaA09g04530D/BnaA09g14390D/BnaC07g12260D/BnaA05g29910D/BnaA08g30200D/BnaC07g28890D/BnaC02g17290D/BnaCnng17290D/BnaA02g22450D/BnaA07g28330D/BnaC02g41970D/BnaA04g13190D/BnaA04g18570D/BnaA06g25480D/BnaCnng71420D/BnaC05g44230D/BnaC06g43120D/BnaA05g33030D/BnaA09g13360D/BnaA05g11130D/BnaC09g06420D/BnaA03g54580D/BnaAnng14570D/BnaA09g34050D/BnaC07g33650D/BnaA03g28550D/BnaA09g38210D/BnaC05g07980D/BnaC08g24970D/BnaA02g10840D/BnaA04g13630D/BnaC02g42040D/BnaC01g41210D/BnaC02g09460D/BnaC01g40000D/BnaA03g44680D/BnaA07g34570D/BnaA05g17020D/BnaCnng06570D/BnaCnng58240D/BnaC09g16860D/BnaC05g04000D/BnaA01g35930D/BnaCnng42550D/BnaC03g48160D/BnaC06g39410D/BnaA01g36060D/BnaA10g27050D/BnaA03g48900D/BnaA03g42550D/BnaA06g25470D/BnaC05g12770D/BnaCnng05600D/BnaC06g30850D/BnaAnng07270D/BnaC03g14060D/BnaCnng60610D/BnaA10g10150D/BnaC04g51430D/BnaC07g48130D/BnaA03g04610D/BnaC02g30730D/BnaA10g06740D/BnaA06g32090D/BnaA03g10630D/BnaA05g33850D/BnaCnng04110D/BnaC02g45180D/BnaCnng09530D/BnaA09g16090D/BnaAnng24420D/BnaC04g50050D/BnaC05g44330D/BnaC04g52380D/BnaC09g33270D/BnaCnng18930D/BnaCnng03440D/BnaA02g12970D/BnaA03g38200D/BnaA06g35550D/BnaCnng06920D/BnaA07g00210D/BnaA06g11230D/BnaA05g10320D/BnaC09g29770D/BnaA06g23160D/BnaC03g64430D/BnaC06g18140D/BnaA06g16550D/BnaCnng05690D/BnaC03g73710D/BnaC04g03390D/BnaA05g30000D/BnaC05g23780D/BnaA07g02410D/BnaC09g46960D/BnaC03g45020D/BnaC04g43670D/BnaC09g09620D/BnaA09g00500D/BnaC08g38240D/BnaA09g56200D/BnaA01g26290D/BnaC08g43390D/BnaA05g32260D/BnaA07g38320D/BnaC06g38010D/BnaA01g30150D/BnaA07g33460D
