ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,FoldEnrich,RichFactor
bna03010,Ribosome,0.3029661016949153,315/2593,1.9062254191436382e-103,2.2112214862066203e-101,1.9864875420549493e-101,BnaA05g26710D/BnaA05g27160D/BnaA05g27190D/BnaA06g24150D/BnaC08g11160D/BnaA02g06730D/BnaA06g35050D/BnaC08g21480D/BnaC04g03350D/BnaC05g02580D/BnaC09g30910D/BnaA03g07060D/BnaA09g52020D/BnaC04g53170D/BnaAnng34410D/BnaCnng21840D/BnaA03g57330D/BnaA01g26560D/BnaA09g06940D/BnaA09g06730D/BnaAnng02840D/BnaA04g18210D/BnaAnng11460D/BnaC08g48140D/BnaA07g37750D/BnaCnng23290D/BnaAnng12180D/BnaC09g31760D/BnaA09g02410D/BnaA01g28980D/BnaAnng12530D/BnaC03g73560D/BnaA09g54920D/BnaC04g36490D/BnaC07g12420D/BnaC08g13790D/BnaC08g13710D/BnaA02g08440D/BnaA02g08520D/BnaC01g41990D/BnaCnng27520D/BnaA01g33350D/BnaA01g33400D/BnaA01g33650D/BnaA09g44020D/BnaA09g44030D/BnaCnng29070D/BnaA09g00680D/BnaC03g23520D/BnaC08g42570D/BnaCnng31050D/BnaC04g56900D/BnaC04g44220D/BnaC07g31040D/BnaC06g24830D/BnaC01g15340D/BnaC03g74960D/BnaCnng32900D/BnaCnng33200D/BnaC06g42550D/BnaA05g30690D/BnaC07g51160D/BnaA09g51640D/BnaC03g22400D/BnaC03g22120D/BnaC02g39820D/BnaC06g18420D/BnaA02g21980D/BnaC06g43680D/BnaC02g20030D/BnaC09g43570D/BnaCnng03190D/BnaC03g69780D/BnaC09g20530D/BnaC09g20520D/BnaC09g20460D/BnaC01g40830D/BnaCnng38910D/BnaC09g41680D/BnaC03g77650D/BnaC06g43320D/BnaA02g18970D/BnaA09g35340D/BnaA05g31670D/BnaC03g66290D/BnaC02g19510D/BnaC07g32120D/BnaA06g25250D/BnaA06g38660D/BnaA03g54180D/BnaAnng03500D/BnaC05g31860D/BnaC07g50200D/BnaAnng19760D/BnaC01g39840D/BnaA03g49550D/BnaA04g15980D/BnaA04g29060D/BnaCnng46360D/BnaC01g43880D/BnaA08g26210D/BnaA08g26270D/BnaC03g47030D/BnaA10g13490D/BnaA10g12820D/BnaA08g30710D/BnaA05g17290D/BnaA03g01080D/BnaA03g01450D/BnaA09g39760D/BnaC06g12970D/BnaA03g54430D/BnaC01g36340D/BnaA09g51520D/BnaC03g15950D/BnaA10g10840D/BnaC09g33240D/BnaA04g27270D/BnaA07g38870D/BnaC04g08700D/BnaA06g35970D/BnaA02g30400D/BnaA01g24680D/BnaC04g13040D/BnaA01g33230D/BnaA09g41680D/BnaA01g32660D/BnaA02g36270D/BnaA06g10600D/BnaA06g11250D/BnaA09g18000D/BnaC03g59540D/BnaA07g01070D/BnaC04g32600D/BnaC03g13330D/BnaC03g67590D/BnaA04g26120D/BnaC05g30250D/BnaC08g45990D/BnaC08g46120D/BnaA05g34140D/BnaA06g19150D/BnaA10g11350D/BnaA07g28280D/BnaA03g13080D/BnaA09g10380D/BnaA09g15190D/BnaC05g12790D/BnaA09g34900D/BnaA02g27070D/BnaC07g16510D/BnaC06g14610D/BnaC06g14370D/BnaA03g53350D/BnaC03g33960D/BnaC03g34320D/BnaA09g18530D/BnaA09g18590D/BnaA09g38730D/BnaC05g43330D/BnaCnng58700D/BnaC02g12070D/BnaC02g11640D/BnaA04g10330D/BnaC03g23990D/BnaC05g48560D/BnaA03g51130D/BnaA06g33230D/BnaC02g02880D/BnaA02g14450D/BnaA02g14510D/BnaA01g13300D/BnaC02g25080D/BnaC04g47870D/BnaC03g44740D/BnaC05g01460D/BnaC04g42750D/BnaA03g17150D/BnaA01g27990D/BnaAnng08140D/BnaA02g32780D/BnaAnng08420D/BnaA02g29320D/BnaA02g29450D/BnaAnng30090D/BnaAnng09380D/BnaA02g08230D/BnaC04g22000D/BnaA08g27920D/BnaA08g29090D/BnaA09g09960D/BnaA09g09970D/BnaA04g10710D/BnaA05g33140D/BnaA03g50690D/BnaC05g03230D/BnaA09g06070D/BnaA09g05260D/BnaA05g09320D/BnaA10g09400D/BnaC06g24350D/BnaAnng10670D/BnaAnng10730D/BnaCnng19850D/BnaC03g72450D/BnaC03g72020D/BnaA07g16150D/BnaA07g18810D/BnaA07g19250D/BnaC07g45990D/BnaC05g05370D/BnaA07g30140D/BnaC05g34370D/BnaC08g24870D/BnaC08g24220D/BnaC09g02910D/BnaC09g01930D/BnaA10g07870D/BnaC05g41290D/BnaA03g32020D/BnaA03g28560D/BnaC07g35100D/BnaA03g39990D/BnaC09g19370D/BnaC09g10560D/BnaC09g10020D/BnaC09g10010D/BnaA05g04770D/BnaA05g07210D/BnaC06g25310D/BnaAnng00820D/BnaC05g46250D/BnaC05g45150D/BnaC02g39500D/BnaC02g38740D/BnaA01g03150D/BnaA09g49260D/BnaA09g48320D/BnaA04g23010D/BnaC03g40660D/BnaA07g24200D/BnaA07g25010D/BnaC03g34830D/BnaA06g16250D/BnaA04g05050D/BnaA08g08550D/BnaC08g32090D/BnaA07g05210D/BnaA07g06200D/BnaC07g19160D/BnaC07g20640D/BnaC01g04410D/BnaC01g02520D/BnaA01g08920D/BnaC03g20660D/BnaC09g35210D/BnaC07g30730D/BnaC07g27610D/BnaC03g01450D/BnaA10g18170D/BnaA10g26290D/BnaA03g34910D/BnaC07g01520D/BnaC07g01480D/BnaA01g20630D/BnaA03g21620D/BnaC03g08960D/BnaC03g09350D/BnaC03g11550D/BnaC07g26730D/BnaA06g29060D/BnaC03g52670D/BnaC09g04730D/BnaC09g04830D/BnaC09g05630D/BnaA07g33670D/BnaA06g26250D/BnaA03g10640D/BnaA03g07380D/BnaA03g43610D/BnaC03g33700D/BnaA05g21410D/BnaA03g37610D/BnaC04g45340D/BnaA06g04200D/BnaC04g21420D,286,2.4939400053806837,0.9079365079365079
bna03008,Ribosome biogenesis in eukaryotes,0.038135593220338986,43/2593,1.714844057994383e-10,9.946095536367422e-9,8.935240091654943e-9,BnaC09g12750D/BnaA03g06930D/BnaC08g14300D/BnaA08g25730D/BnaC03g29670D/BnaC09g47740D/BnaC03g73340D/BnaAnng18930D/BnaC07g32160D/BnaA09g56020D/BnaAnng20310D/BnaAnng03800D/BnaA08g26990D/BnaA03g01910D/BnaA07g00340D/BnaA01g19540D/BnaC02g26240D/BnaC03g27960D/BnaA06g10130D/BnaA09g10290D/BnaA09g35240D/BnaAnng06240D/BnaA08g00080D/BnaC02g23590D/BnaA09g43720D/BnaA08g13850D/BnaC02g01270D/BnaCnng63300D/BnaC04g05080D/BnaA09g20820D/BnaC09g41090D/BnaA03g47570D/BnaA01g12190D/BnaC01g13870D/BnaA03g25240D/BnaC09g23090D,36,2.2996649586125346,0.8372093023255814
bna00195,Photosynthesis,0.04025423728813559,53/2593,1.4120285131955275e-7,5.45984358435604e-6,4.904941151100253e-6,BnaC04g55930D/BnaA06g01680D/BnaCnng26710D/BnaA10g27910D/BnaC03g29960D/BnaC09g00580D/BnaA09g01470D/BnaC08g43200D/BnaAnng14750D/BnaC05g23270D/BnaC05g04590D/BnaC03g70700D/BnaC06g11040D/BnaA04g17660D/BnaC05g37250D/BnaA04g15880D/BnaC07g16640D/BnaA05g11890D/BnaA09g45770D/BnaA06g38550D/BnaA08g04420D/BnaC06g41070D/BnaC03g59670D/BnaC02g42890D/BnaA09g13970D/BnaA08g30780D/BnaAnng27100D/BnaA08g00380D/BnaCnng11890D/BnaC04g13890D/BnaC05g25250D/BnaA09g20320D/BnaCnng66500D/BnaA07g38700D/BnaC06g07480D/BnaA09g26140D/BnaA05g13640D/BnaA03g25540D,38,1.9694195714742562,0.71698113207547165
bna03040,Spliceosome,0.05190677966101695,89/2593,2.0244401240858086e-4,0.005870876359848845,0.005274199270644607,BnaA05g27540D/BnaA08g30960D/BnaC03g77820D/BnaC04g36280D/BnaC03g29670D/BnaCnng31980D/BnaA06g02320D/BnaC04g43700D/BnaC01g37560D/BnaC05g32820D/BnaC05g04970D/BnaC03g70180D/BnaA09g36160D/BnaA05g32090D/BnaC05g44350D/BnaC04g51850D/BnaC04g56220D/BnaC03g63890D/BnaC05g15890D/BnaA05g12150D/BnaC02g26240D/BnaA02g30460D/BnaCnng52140D/BnaA01g27690D/BnaA03g50010D/BnaC05g43360D/BnaC05g46730D/BnaA01g29910D/BnaA06g34090D/BnaA04g14520D/BnaC04g22660D/BnaA08g01960D/BnaC05g19020D/BnaA09g28880D/BnaA02g12240D/BnaA09g20820D/BnaA09g05570D/BnaA05g10230D/BnaCnng19170D/BnaC07g42460D/BnaC02g30690D/BnaC09g02600D/BnaC05g41760D/BnaC02g38790D/BnaA10g04620D/BnaA01g12190D/BnaC01g13870D/BnaA03g25240D/BnaC09g23090D,49,1.5122952770900782,0.550561797752809
bna03430,Mismatch repair,0.011652542372881356,13/2593,5.011908141447229e-4,0.01162762688815757,0.010445871705332118,BnaCnng23780D/BnaC04g54440D/BnaC04g36350D/BnaAnng15290D/BnaC02g39840D/BnaC08g45280D/BnaCnng54920D/BnaA09g10830D/BnaC01g10980D/BnaA09g49520D/BnaA01g09390D,11,2.3242340286831813,0.8461538461538461
bna00290,"Valine, leucine and isoleucine biosynthesis",0.009533898305084746,10/2593,7.393153178362535e-4,0.014293429478167566,0.01284073973084019,BnaC04g52960D/BnaC04g52970D/BnaC06g03270D/BnaC06g40420D/BnaA08g05070D/BnaC08g48510D/BnaC09g21470D/BnaC01g30200D/BnaC04g42560D,9,2.4721398305084747,0.9
bna00300,Lysine biosynthesis,0.009533898305084746,11/2593,0.0027480514349099787,0.04553913806422251,0.04091084091068991,BnaC05g49480D/BnaC01g41040D/BnaC04g49400D/BnaA01g34990D/BnaC04g50190D/BnaC03g66430D/BnaA04g26190D/BnaA08g11470D/BnaC04g55250D,9,2.247399845916795,0.8181818181818182
bna01230,Biosynthesis of amino acids,0.07097457627118645,141/2593,0.0035306357185081825,0.04792989499213516,0.04305861709819765,BnaC04g03050D/BnaC05g49480D/BnaC01g41040D/BnaC04g55460D/BnaA04g21470D/BnaC09g29010D/BnaC04g52960D/BnaCnng25480D/BnaC08g13860D/BnaA09g00950D/BnaC08g43060D/BnaC04g49400D/BnaCnng32880D/BnaA01g34990D/BnaA09g52390D/BnaC09g42740D/BnaC09g09440D/BnaA02g18710D/BnaC04g50190D/BnaA01g36920D/BnaA09g28350D/BnaC06g03270D/BnaC03g66430D/BnaA06g25690D/BnaC05g29230D/BnaC01g40620D/BnaA09g09210D/BnaC04g24570D/BnaA08g26140D/BnaA07g03150D/BnaA03g01690D/BnaC05g12400D/BnaA06g10900D/BnaA01g24280D/BnaA04g26190D/BnaC02g33660D/BnaC04g00410D/BnaC06g40420D/BnaA09g35230D/BnaA02g27140D/BnaCnng57900D/BnaC08g26550D/BnaA08g20540D/BnaAnng27260D/BnaAnng27730D/BnaA01g30320D/BnaA08g05070D/BnaA09g43380D/BnaC02g02230D/BnaC03g49300D/BnaA09g31220D/BnaC08g48510D/BnaC09g21470D/BnaC01g30200D/BnaC02g24750D/BnaC03g44420D/BnaC04g42560D/BnaA09g12700D/BnaA08g11470D/BnaC09g41340D/BnaC04g55250D/BnaA07g15900D/BnaC05g35690D/BnaA04g07450D/BnaA03g18760D/BnaA02g03140D/BnaA05g22420D,67,1.3052274912850101,0.475177304964539
bna03410,Base excision repair,0.011652542372881356,15/2593,0.003954848215993302,0.04792989499213516,0.04305861709819765,BnaCnng69370D/BnaA01g26640D/BnaC04g54440D/BnaC08g14330D/BnaCnng33160D/BnaC02g39840D/BnaC08g45280D/BnaC05g40490D/BnaA09g10830D/BnaA05g14830D/BnaA09g49520D,11,2.01433615819209,0.7333333333333333
bna00970,Aminoacyl-tRNA biosynthesis,0.012711864406779662,17/2593,0.0042839851243708735,0.04792989499213516,0.04305861709819765,BnaC06g41300D/BnaC05g39850D/BnaA10g10830D/BnaC09g33230D/BnaC08g49240D/BnaC08g41780D/BnaC01g21050D/BnaC06g27510D/BnaA08g11970D/BnaAnng09530D/BnaCnng18830D/BnaC03g35250D,12,1.9389332003988038,0.7058823529411765
